Frame,Total Faces,Average Confidence,Processing Time (ms)
0,4,0.5829655,206.35700225830078
1,8,0.5513944,205.765962600708
2,3,0.5311657,206.93612098693848
3,8,0.6022761,208.56285095214844
4,10,0.5979122,200.58798789978027
5,10,0.5919445,203.43923568725586
6,6,0.5610115,197.8759765625
7,8,0.5796397,197.67475128173828
8,8,0.61345637,202.7609348297119
9,8,0.6338352,198.49896430969238
10,9,0.6197651,203.16386222839355
11,4,0.58137506,200.10685920715332
12,7,0.5835334,210.129976272583
13,4,0.5632044,206.87198638916016
14,8,0.59285676,198.20094108581543
15,4,0.5545102,199.9349594116211
16,6,0.5668635,195.235013961792
17,9,0.5741881,197.38316535949707
18,6,0.54995465,195.7869529724121
19,9,0.5747484,198.50826263427734
20,4,0.59937334,195.725679397583
21,9,0.5612204,195.61219215393066
22,10,0.59871835,196.81119918823242
23,9,0.57573897,193.925142288208
24,7,0.5773911,210.30187606811523
25,7,0.57293063,196.17509841918945
26,10,0.57141846,198.18115234375
27,10,0.5703569,196.20513916015625
28,7,0.5690623,195.64509391784668
29,9,0.60786307,196.32291793823242
30,6,0.59799534,195.56236267089844
31,7,0.58635896,195.83582878112793
32,8,0.6232435,196.66600227355957
33,6,0.6000872,195.6307888031006
34,7,0.6240357,195.62387466430664
35,7,0.6019033,195.97411155700684
36,6,0.6164325,193.88103485107422
37,8,0.61993945,195.68109512329102
38,6,0.6066354,194.34714317321777
39,7,0.6042599,193.81117820739746
40,6,0.5786155,204.9248218536377
41,5,0.5824582,250.7619857788086
42,8,0.5873002,310.2903366088867
43,6,0.58680075,196.5959072113037
44,6,0.6008104,198.4710693359375
45,6,0.5854058,196.10095024108887
46,4,0.57717884,195.84298133850098
47,6,0.58750755,210.51287651062012
48,4,0.57951313,235.75186729431152
49,5,0.61020315,198.4260082244873
50,5,0.60756797,197.92699813842773
51,5,0.59275234,195.59907913208008
52,4,0.6017699,195.45292854309082
53,5,0.57609946,195.5399513244629
54,5,0.58432245,195.56903839111328
55,5,0.5933671,195.6160068511963
56,4,0.6062862,195.3599452972412
57,5,0.5733924,195.9857940673828
58,3,0.61099833,193.2992935180664
59,5,0.6006751,197.12209701538086
60,4,0.58940184,195.3279972076416
61,5,0.5783992,193.24088096618652
62,5,0.57445633,194.61607933044434
63,4,0.60935104,195.39785385131836
64,4,0.6226863,205.95788955688477
65,3,0.6659755,250.49495697021484
66,5,0.59292555,264.56713676452637
67,8,0.5703008,256.23416900634766
68,5,0.6145948,198.49658012390137
69,5,0.63902116,197.7849006652832
70,4,0.6241091,195.47295570373535
71,6,0.5835658,195.52993774414062
72,7,0.59309274,197.00002670288086
73,6,0.604132,196.15817070007324
74,6,0.6230863,195.3129768371582
75,6,0.6247861,196.1538791656494
76,8,0.58611065,196.02489471435547
77,5,0.6277541,193.88484954833984
78,6,0.59776944,196.03490829467773
79,7,0.5818437,196.23613357543945
80,6,0.6053118,195.59502601623535
81,6,0.62133497,193.9070224761963
82,7,0.61348593,196.08712196350098
83,6,0.6178678,195.5850124359131
84,7,0.60623425,195.0383186340332
85,6,0.61460334,195.2531337738037
86,5,0.63421977,198.4121799468994
87,7,0.60848933,193.18675994873047
88,6,0.61829036,196.44474983215332
89,8,0.58759356,195.29390335083008
90,8,0.587824,195.95003128051758
91,7,0.5966572,196.1209774017334
92,8,0.5875934,196.39825820922852
93,7,0.5974161,195.83606719970703
94,10,0.5863685,193.46213340759277
95,10,0.58739424,197.06320762634277
96,9,0.58303523,194.8533058166504
97,8,0.58305085,196.27690315246582
98,9,0.57591045,195.9681510925293
99,8,0.58707404,195.97196578979492
100,9,0.57135963,196.51103019714355
101,7,0.5901454,212.42690086364746
102,7,0.5911204,196.1531639099121
103,6,0.6019359,195.7571506500244
104,7,0.5734725,198.07696342468262
105,7,0.5912408,196.0442066192627
106,8,0.5937332,203.07493209838867
107,7,0.6087233,193.50790977478027
108,8,0.5935201,195.91021537780762
109,9,0.5723661,196.77996635437012
110,6,0.61451024,195.29223442077637
111,7,0.5948554,195.45602798461914
112,7,0.59501016,195.66607475280762
113,6,0.60344046,197.51882553100586
114,7,0.61143094,196.50006294250488
115,6,0.6208695,193.80903244018555
116,7,0.6042264,195.82796096801758
117,6,0.6151759,197.62802124023438
118,6,0.59661263,195.97101211547852
119,6,0.6060503,196.2113380432129
120,6,0.6034334,195.8448886871338
121,6,0.5990055,195.7399845123291
122,6,0.5974042,195.5251693725586
123,6,0.5940402,196.18916511535645
124,6,0.6294103,195.85204124450684
125,6,0.5930881,195.91307640075684
126,7,0.5886303,193.25613975524902
127,6,0.59008664,197.91173934936523
128,7,0.5986473,193.7727928161621
129,7,0.60684925,195.48273086547852
130,6,0.5946514,195.59407234191895
131,6,0.59599346,195.48606872558594
132,6,0.5990462,194.56195831298828
133,7,0.5975655,194.66209411621094
134,6,0.61014944,198.14181327819824
135,7,0.573091,193.74799728393555
136,6,0.5929722,195.86920738220215
137,6,0.5997851,196.35725021362305
138,7,0.59590405,195.65629959106445
139,7,0.59806305,196.02417945861816
140,8,0.5856099,193.73703002929688
141,9,0.5905343,198.50587844848633
142,9,0.59468484,194.67592239379883
143,8,0.60402983,195.81294059753418
144,8,0.61155576,196.0148811340332
145,9,0.6008661,195.4948902130127
146,9,0.60395294,196.61712646484375
147,9,0.6011005,194.19598579406738
148,8,0.6043175,196.03800773620605
149,9,0.5975697,196.56968116760254
150,8,0.5970824,193.39418411254883
151,9,0.60137075,196.2437629699707
152,9,0.60496163,196.03204727172852
153,8,0.6240343,195.95813751220703
154,9,0.6089051,195.95718383789062
155,7,0.62804824,193.36390495300293
156,8,0.6087128,199.0208625793457
157,9,0.5981504,196.06399536132812
158,7,0.62486595,195.90997695922852
159,8,0.6145022,195.67227363586426
160,9,0.5970078,208.11915397644043
161,9,0.59830934,198.807954788208
162,7,0.6235185,195.82891464233398
163,7,0.62703717,196.20490074157715
164,7,0.62835866,195.61028480529785
165,9,0.61023486,197.23987579345703
166,9,0.6134746,196.17700576782227
167,9,0.61830026,195.89614868164062
168,8,0.6284857,195.9969997406006
169,8,0.62646437,196.05112075805664
170,9,0.6076644,196.48385047912598
171,9,0.6066821,196.13099098205566
172,8,0.62677246,196.091890335083
173,8,0.61456627,195.70493698120117
174,8,0.6188793,196.1069107055664
175,8,0.60995793,196.85006141662598
176,8,0.6018491,193.4819221496582
177,7,0.6146474,195.94502449035645
178,7,0.61500114,195.54710388183594
179,8,0.6046118,214.202880859375
180,8,0.59559906,259.4749927520752
181,7,0.616716,293.29514503479004
182,8,0.61978483,195.75905799865723
183,10,0.5908991,194.25082206726074
184,8,0.6112606,196.3040828704834
185,10,0.5913177,193.50790977478027
186,9,0.60090923,211.5631103515625
187,8,0.60934633,234.8458766937256
188,8,0.60964435,198.78697395324707
189,7,0.6235732,198.5762119293213
190,6,0.6373605,193.21107864379883
191,7,0.62360847,194.5021152496338
192,9,0.6021866,196.4719295501709
193,6,0.6470496,195.70374488830566
194,6,0.64461344,195.70207595825195
195,6,0.642541,195.78862190246582
196,7,0.63492715,195.80817222595215
197,6,0.65326273,196.19488716125488
198,7,0.6303745,197.32975959777832
199,6,0.6460802,195.814847946167
200,7,0.6283711,195.1310634613037
201,6,0.63547754,195.5399513244629
202,7,0.626791,195.56403160095215
203,8,0.6155491,196.02584838867188
204,8,0.61454594,195.4948902130127
205,8,0.6179322,196.52509689331055
206,8,0.6243621,195.8768367767334
207,8,0.6266196,193.6192512512207
208,8,0.6194276,197.28803634643555
209,8,0.6269243,193.3920383453369
210,9,0.60930824,197.63898849487305
211,11,0.58777833,194.51189041137695
212,10,0.59889805,196.5031623840332
213,9,0.6087557,196.08187675476074
214,10,0.5967675,196.33102416992188
215,10,0.5973779,195.91403007507324
216,10,0.6073596,193.9859390258789
217,10,0.6096178,196.26879692077637
218,10,0.60997397,196.2578296661377
219,10,0.6085306,193.8951015472412
220,10,0.60760546,196.2597370147705
221,11,0.600863,196.9459056854248
222,10,0.6152791,194.06700134277344
223,11,0.59714085,196.20609283447266
224,11,0.5920375,196.26092910766602
225,10,0.5977669,193.88413429260254
226,10,0.6025132,195.70684432983398
227,10,0.5995982,196.36988639831543
228,10,0.59846675,195.98793983459473
229,10,0.60176665,195.9679126739502
230,10,0.6013601,194.5340633392334
231,10,0.5993681,195.53303718566895
232,10,0.5977729,193.85600090026855
233,10,0.5972564,196.4888572692871
234,11,0.5901228,195.92881202697754
235,12,0.5814119,196.61808013916016
236,12,0.582403,194.02790069580078
237,13,0.58057165,196.0310935974121
238,12,0.5950646,196.26617431640625
239,12,0.5970617,196.76685333251953
240,12,0.5945113,196.0897445678711
241,11,0.5985019,199.91493225097656
242,11,0.59924155,193.7088966369629
243,11,0.60856104,197.67212867736816
244,11,0.6103893,194.61822509765625
245,11,0.6121076,196.27809524536133
246,11,0.6100624,195.77884674072266
247,10,0.6179595,194.20599937438965
248,10,0.6155054,193.39585304260254
249,10,0.61441684,198.27604293823242
250,10,0.6174599,195.4951286315918
251,11,0.60443485,196.08211517333984
252,11,0.59790146,194.56219673156738
253,10,0.60280776,197.113037109375
254,8,0.6355102,195.98793983459473
255,10,0.60297924,195.4972743988037
256,9,0.6263888,195.73402404785156
257,9,0.62815857,196.66099548339844
258,9,0.6292704,194.3662166595459
259,9,0.6314103,195.26195526123047
260,10,0.62137824,196.19202613830566
261,10,0.6296079,195.93191146850586
262,10,0.63637733,198.0137825012207
263,10,0.63021994,194.33188438415527
264,10,0.6289047,195.36995887756348
265,11,0.62471247,195.9550380706787
266,11,0.6335717,196.5489387512207
267,11,0.6316458,194.71096992492676
268,11,0.6272753,195.56403160095215
269,11,0.62795377,195.72091102600098
270,11,0.6218721,194.19622421264648
271,11,0.62380356,196.0742473602295
272,12,0.6007514,196.39015197753906
273,12,0.61231554,197.95823097229004
274,9,0.6376983,198.1642246246338
275,10,0.62566006,195.93095779418945
276,10,0.6222552,195.55997848510742
277,11,0.6062178,198.3170509338379
278,10,0.61722827,202.7273178100586
279,9,0.6325209,195.76478004455566
280,9,0.62836164,196.49195671081543
281,10,0.6206212,205.27410507202148
282,11,0.61530834,198.75288009643555
283,10,0.64054507,195.68681716918945
284,10,0.6437412,196.51508331298828
285,10,0.64049876,196.14005088806152
286,9,0.65638065,195.8301067352295
287,10,0.6395483,196.38991355895996
288,9,0.65320593,195.9230899810791
289,9,0.64893705,195.9822177886963
290,9,0.64681846,196.3798999786377
291,9,0.6437273,196.5939998626709
292,9,0.64356124,193.4819221496582
293,12,0.6130222,196.01988792419434
294,12,0.62157625,195.2040195465088
295,11,0.6297872,198.94719123840332
296,11,0.6333129,196.2292194366455
297,11,0.63185346,196.42901420593262
298,11,0.6257791,196.5498924255371
299,11,0.62548465,196.11287117004395
300,11,0.62154937,196.65074348449707
301,12,0.6148619,196.20895385742188
302,11,0.6421677,198.20189476013184
