Frame,Total Faces,Average Confidence,Processing Time (ms)
0,13,0.58658516,198.3640193939209
1,9,0.5963112,208.36496353149414
2,8,0.5652083,202.84509658813477
3,9,0.5455816,201.81989669799805
4,11,0.5909369,206.85505867004395
5,4,0.5382065,219.7737693786621
6,11,0.61001927,201.2317180633545
7,9,0.62252355,200.68907737731934
8,7,0.58814335,200.53815841674805
9,7,0.58448505,199.88512992858887
10,11,0.6018871,199.68008995056152
11,7,0.5778834,200.3641128540039
12,12,0.5973428,203.24993133544922
13,11,0.61873585,200.61588287353516
14,12,0.59916425,198.69589805603027
15,12,0.60455376,196.58279418945312
16,11,0.60288453,198.61888885498047
17,9,0.620339,195.45507431030273
18,14,0.590669,196.5632438659668
19,13,0.60142255,196.78068161010742
20,13,0.5759599,196.61307334899902
21,12,0.59850657,194.72098350524902
22,15,0.58603793,196.49696350097656
23,15,0.5690905,196.42400741577148
24,12,0.59722644,194.38815116882324
25,12,0.5813042,196.13909721374512
26,14,0.5908821,196.3789463043213
27,11,0.6026221,196.38299942016602
28,11,0.59931177,196.29502296447754
29,14,0.59760517,199.13601875305176
30,13,0.596449,195.88088989257812
31,13,0.60959595,196.5487003326416
32,14,0.5989904,196.45023345947266
33,15,0.5868243,196.67792320251465
34,16,0.60178435,197.24011421203613
35,14,0.6084472,196.67506217956543
36,15,0.6151697,201.05504989624023
37,16,0.591555,203.4308910369873
38,16,0.5865215,197.22533226013184
39,14,0.6127961,196.94113731384277
40,11,0.6352565,198.23002815246582
41,12,0.6228416,196.12383842468262
42,15,0.61261076,196.28429412841797
43,14,0.60966575,196.3489055633545
44,15,0.6122911,196.35915756225586
45,14,0.59057105,194.0767765045166
46,17,0.5941781,197.98874855041504
47,14,0.61615413,193.75991821289062
48,13,0.6134261,198.49610328674316
49,12,0.61481804,196.76494598388672
50,15,0.61615974,197.04008102416992
51,15,0.61837506,196.38800621032715
52,16,0.6019722,194.72885131835938
53,18,0.5949992,196.5959072113037
54,16,0.6010741,194.33188438415527
55,13,0.62015635,196.60091400146484
56,14,0.6097763,196.67601585388184
57,17,0.60225224,196.89488410949707
58,14,0.62874514,194.88811492919922
59,15,0.6188831,196.47812843322754
60,15,0.61754364,197.91007041931152
61,15,0.6080547,195.21784782409668
62,13,0.6225019,196.7771053314209
63,15,0.6059296,197.25298881530762
64,15,0.61717963,194.92816925048828
65,15,0.6111523,197.22795486450195
66,15,0.6085093,196.06280326843262
67,15,0.6100092,196.303129196167
68,14,0.6178929,196.8979835510254
69,14,0.60543627,194.61774826049805
70,15,0.6065462,196.56085968017578
71,14,0.61768264,196.56872749328613
72,16,0.60268164,194.51904296875
73,15,0.609355,196.64978981018066
74,15,0.6038841,197.07703590393066
75,14,0.61136633,194.2269802093506
76,13,0.62100846,198.95410537719727
77,14,0.61894244,194.36001777648926
78,15,0.6125557,196.3658332824707
79,15,0.6098842,196.55823707580566
80,15,0.6191471,194.8091983795166
81,15,0.6126694,196.5618133544922
82,13,0.62364864,196.0740089416504
83,16,0.5961174,197.10111618041992
84,14,0.6089376,194.51093673706055
85,14,0.6159855,195.50776481628418
86,13,0.62036777,196.33817672729492
87,15,0.61426187,194.1690444946289
88,12,0.62493867,196.64812088012695
89,12,0.6248371,195.8310604095459
90,13,0.62141895,199.49889183044434
91,13,0.6158966,193.9530372619629
92,14,0.6176266,198.65798950195312
93,15,0.61605334,194.53191757202148
94,17,0.60839796,196.64812088012695
95,16,0.6057004,196.77209854125977
96,16,0.6057596,196.91991806030273
97,16,0.6140848,196.90775871276855
98,17,0.6124288,194.5178508758545
99,16,0.6151841,196.05398178100586
100,17,0.6156238,196.8710422515869
101,17,0.61427265,194.4713592529297
102,16,0.6218948,197.15571403503418
103,17,0.6181245,194.35691833496094
104,16,0.63084996,196.79713249206543
105,16,0.63685936,196.8529224395752
106,17,0.6329381,194.21100616455078
107,18,0.62560385,197.30091094970703
108,19,0.61126447,196.8820095062256
109,17,0.61740947,194.69785690307617
110,16,0.6324698,196.76709175109863
111,16,0.64173174,197.47114181518555
112,17,0.63615096,194.42296028137207
113,18,0.62156224,196.9163417816162
114,18,0.6103567,197.11995124816895
115,18,0.60351413,194.28300857543945
116,16,0.6157682,197.6168155670166
117,17,0.6039956,194.6852207183838
118,15,0.624399,196.55084609985352
119,15,0.62399167,194.52285766601562
120,17,0.6072898,207.22103118896484
121,17,0.60833466,263.5209560394287
122,18,0.5994953,300.45294761657715
123,17,0.6130165,198.52876663208008
124,17,0.61801964,197.3111629486084
125,16,0.619787,194.43678855895996
126,15,0.62496114,203.80306243896484
127,14,0.6348473,208.98008346557617
128,14,0.6335521,236.1128330230713
129,14,0.62538004,203.13191413879395
130,15,0.6219492,199.1732120513916
131,14,0.636531,196.25115394592285
